 2.06513e-17     0.942857    0.0857143  -2.4604e-19 -1.23527e-18     0.142857     0.142857 -5.87007e-17 -8.28716e-17    0.0857143   -0.0606092    0.0606092     0.101015    -0.101015     0.101015     0.101015    0.0606092    0.0606092
   -0.942857  2.06513e-17   2.4604e-19    0.0857143     0.142857  1.23527e-18 -5.87007e-17    -0.142857   -0.0857143 -8.28716e-17   -0.0606092   -0.0606092    -0.101015    -0.101015     0.101015    -0.101015   -0.0606092    0.0606092
  -0.0857143  -2.4604e-19  1.98192e-17     0.700614   0.00630252 -2.02476e-18  1.93067e-16     0.627182  -0.00378151  1.46895e-16  -0.00267393     0.157305  -0.00445656      0.17152   0.00445656      0.17152  -0.00267393    -0.157305
  2.4604e-19   -0.0857143    -0.700614  1.98192e-17 -2.02476e-18  -0.00630252     0.627182 -1.93067e-16 -1.46895e-16  -0.00378151    -0.157305  -0.00267393      0.17152   0.00445656      0.17152  -0.00445656     0.157305  -0.00267393
 1.23527e-18    -0.142857  -0.00630252  2.02476e-18            0     0.686328   -0.0105042 -4.01599e-18   6.5696e-19     0.627182   0.00445656      0.17152  -0.00742759     0.167407  -0.00742759    -0.167407  -0.00445656      0.17152
   -0.142857 -1.23527e-18  2.02476e-18   0.00630252    -0.686328            0  4.01599e-18   -0.0105042     0.627182  -6.5696e-19      0.17152  -0.00445656    -0.167407  -0.00742759     0.167407  -0.00742759      0.17152   0.00445656
   -0.142857  5.87007e-17 -1.89625e-16    -0.627182    0.0105042 -4.01599e-18 -1.03949e-17     0.686328  -0.00630252 -3.99773e-17  -0.00445656      0.17152  -0.00742759    -0.167407   0.00742759    -0.167407  -0.00445656     -0.17152
 5.87007e-17     0.142857    -0.627182  1.89625e-16  4.01599e-18    0.0105042    -0.686328 -1.03949e-17 -3.99773e-17   0.00630252      0.17152   0.00445656     0.167407  -0.00742759     0.167407   0.00742759     -0.17152   0.00445656
 7.86625e-17    0.0857143   0.00378151  1.46895e-16  -6.5696e-19    -0.627182   0.00630252  3.99773e-17  2.66812e-19     0.700614  -0.00267393    -0.157305   0.00445656      0.17152   0.00445656     -0.17152   0.00267393    -0.157305
  -0.0857143  7.86625e-17 -1.46895e-16   0.00378151    -0.627182   6.5696e-19  3.99773e-17  -0.00630252    -0.700614  2.66812e-19     0.157305  -0.00267393      0.17152  -0.00445656     -0.17152  -0.00445656     0.157305   0.00267393
   0.0606092    0.0606092   0.00267393     0.157305  -0.00445656     -0.17152   0.00445656     -0.17152   0.00267393    -0.157305 -4.75078e-18     0.700614   0.00630252 -1.65102e-16  1.13426e-17    -0.627182   0.00378151 -3.26091e-16
  -0.0606092    0.0606092    -0.157305   0.00267393     -0.17152   0.00445656     -0.17152  -0.00445656     0.157305   0.00267393    -0.700614 -4.75078e-18 -1.65102e-16  -0.00630252    -0.627182 -1.13426e-17  3.26091e-16   0.00378151
   -0.101015     0.101015   0.00445656     -0.17152   0.00742759     0.167407   0.00742759    -0.167407  -0.00445656     -0.17152  -0.00630252  1.66976e-16 -1.91675e-18     0.686328    0.0105042 -2.06313e-16 -6.66704e-17    -0.627182
    0.101015     0.101015     -0.17152  -0.00445656    -0.167407   0.00742759     0.167407   0.00742759     -0.17152   0.00445656  1.66976e-16   0.00630252    -0.686328 -1.91675e-18  2.06313e-16    0.0105042    -0.627182  6.66704e-17
   -0.101015    -0.101015  -0.00445656     -0.17152   0.00742759    -0.167407  -0.00742759    -0.167407  -0.00445656      0.17152 -1.64789e-17     0.627182   -0.0105042 -2.20191e-16  4.42449e-19     0.686328  -0.00630252 -2.69938e-16
   -0.101015     0.101015     -0.17152   0.00445656     0.167407   0.00742759     0.167407  -0.00742759      0.17152   0.00445656     0.627182  1.64789e-17  2.20191e-16   -0.0105042    -0.686328  4.42449e-19 -2.69938e-16   0.00630252
  -0.0606092    0.0606092   0.00267393    -0.157305   0.00445656     -0.17152   0.00445656      0.17152  -0.00267393    -0.157305  -0.00378151 -3.01403e-16  8.43216e-17     0.627182   0.00630252  2.77743e-16  3.08637e-18     0.700614
  -0.0606092   -0.0606092     0.157305   0.00267393     -0.17152  -0.00445656      0.17152  -0.00445656     0.157305  -0.00267393  3.01403e-16  -0.00378151     0.627182 -8.43216e-17  2.77743e-16  -0.00630252    -0.700614  3.08637e-18
